Participant,activitiy,x_mean,y_mean,z_mean,gyrox_mean,gyroy_mean,gyroz_mean,x_std,y_std,z_std,gyrox_std,gyroy_std,gyroz_std,x_0_1.17,x_1.17_2.34,x_2.34_4.1,y_0_1.17,y_1.17_2.34,y_2.34_4.1,z_0_1.17,z_1.17_2.34,z_2.34_4.1,gyrox_0_1.17,gyrox_1.17_2.34,gyrox_2.34_4.1,gyroy_0_1.17,gyroy_1.17_2.34,gyroy_2.34_4.1,gyroz_0_1.17,gyroz_1.17_2.34,gyroz_2.34_4.1
1,3,-0.030019124348958332,0.16116536458333333,-0.9966389973958333,-0.917816162109375,0.296783447265625,0.7781982421875,0.16459336138261346,0.17991026715706568,0.5041959641642993,47.235733910255455,20.45651361334111,16.155118664460126,0.008048113390381511,0.014351124176575294,0.006822054408179803,0.01685093498116112,0.013395714224800296,0.00321071447420069,0.15044739957529357,0.05540548748208839,0.009377383853602922,88.66542367992075,1194.6203475197535,445.4773184071567,126.4017532100693,157.24820280031588,46.21038897957491,178.4825037660306,85.68398297633904,50.73443070518401
1,3,-0.018636067708333332,0.150372314453125,-1.0135599772135417,-2.7943929036458335,-0.7085164388020834,-2.0261128743489585,0.16558636469307092,0.17614429972899948,0.5007702809469835,54.453627302873336,18.792108503749873,20.874700656036925,0.005798361444955729,0.006552880249204208,0.0038248847201232386,0.008439401581837456,0.005935833807100935,0.0010308288160737172,0.1919040683593068,0.034069262465069736,0.021222327137074202,223.39538016283873,2306.4146658237814,785.0973753342321,172.64875780315973,107.76516319385937,70.86394470946566,229.32984063979285,93.58950600225948,78.24831217542419
1,3,-0.01046142578125,0.14128824869791667,-0.98560791015625,-1.987457275390625,4.492696126302083,-2.4709065755208335,0.1526150748828569,0.18870039749942902,0.5077320706885773,53.06231619214698,20.419546466044874,20.821006609927153,0.012324461121198551,0.011502999507132582,0.00452360170163665,0.019009416303207582,0.008089951393729842,0.0008881738048903033,0.17188591134207293,0.03760163431892752,0.0294013771778979,230.49455564233602,1366.727294397554,912.651292935653,245.97940543496026,87.08186951047463,88.14486217276264,195.5328049963366,87.56482525928526,61.23043704667761
1,3,-0.013568115234375,0.15745035807291666,-0.988873291015625,-1.512908935546875,0.16962687174479166,-0.835418701171875,0.14778324267693185,0.2048981463872213,0.5293234284429087,48.11060318943506,22.40832371703836,17.824725033733127,0.006484746644897968,0.007370981334152406,0.003846036595779399,0.024900011533897495,0.016274798044722434,0.0027927630695805308,0.19500938470923018,0.021819432676530914,0.0273210154721005,313.2908718236978,470.859539315693,1202.1851635643663,248.90518026656554,247.34840259012378,104.18412108740418,213.3765792958254,111.48657672695194,76.22917654070429
1,3,-0.014461263020833334,0.11912027994791667,-0.9318644205729166,0.3794352213541667,2.2099812825520835,-0.6413777669270834,0.13062826133346922,0.17671987811705864,0.5183521358862231,47.5288368408143,23.874499894911235,19.275187239883387,0.0050849613640081,0.001936987170448371,0.004832991726921155,0.010580711099117094,0.008564917250588909,0.0027223664404808167,0.20925732251257068,0.055886760771239566,0.02023812252016298,559.3610171499977,1380.9439821285682,536.034776157115,96.79649205650617,285.57088363451345,70.0407730353892,147.07663334195607,83.66655619015725,97.79050426423258
1,3,-0.013846842447916667,0.12261149088541666,-0.917230224609375,-2.5370279947916665,2.9246012369791665,0.115966796875,0.15476090138425938,0.15662883764104146,0.5078475372541768,46.20920114193262,22.380212123879275,18.436445965512544,0.010862650674833062,0.009102469707919555,0.00875321026843068,0.011878706085484084,0.008469585884833113,0.0037221317451368438,0.24602884008705245,0.02480692631823956,0.016567165902504545,344.4708859914304,1374.013207765462,394.71853099846794,120.03431250710578,277.3343715428958,66.49187007595945,142.8525544231362,152.24111897628552,106.11703051115764
1,3,-0.0070556640625,0.1100830078125,-0.9469502766927084,-1.4437357584635417,3.0863444010416665,-0.19276936848958334,0.16682254243251904,0.16364623372114834,0.5600958758533504,51.85363026801924,21.867933115441794,15.983480316211041,0.010351952632809285,0.013633142740017349,0.0038386291722235103,0.005767442223219066,0.007661937051517775,0.0019391689039181597,0.2277817872672384,0.027904356322957874,0.051583258491361465,363.1497158794308,1873.5103722998927,945.5115980558624,61.06953509501186,290.95850295411896,77.63634535779262,37.912379779291655,65.9234751844297,29.056497047143257
1,3,-0.014705403645833334,0.13756103515625,-0.9797993977864583,-6.320699055989583,0.5755106608072916,-0.11393229166666667,0.16463345687976594,0.16922103048907977,0.5324155901595735,46.90141047096994,20.252047288054612,17.586526071222437,0.01248505148008414,0.014465414852770142,0.0022808334267390203,0.011159883643451812,0.007990825506714556,0.004308996044765695,0.2783785915975856,0.016856618189223325,0.025120024495928737,283.9756160821296,860.887603252294,883.1336711949652,204.28151210899546,149.11771732372935,87.56041092448663,89.25437209770095,172.38095009646247,44.51324851020537
1,3,-0.025290934244791667,0.14158121744791666,-1.0121541341145834,-0.50048828125,3.1026204427083335,-1.43280029296875,0.1573955902067026,0.17643659961529115,0.5164981345245211,47.39781267406066,20.814585706879363,19.994487782487667,0.00788100602786113,0.008051304513844608,0.002277078103947315,0.019281163550814842,0.010799314878597428,0.0026682677058458824,0.10540221946189043,0.050622477484209984,0.006636730617908726,494.80488188423936,782.1166133012629,399.7201382775521,57.357323729915265,63.07347414336347,42.20580582593149,263.5656044300394,151.2260032590104,35.52187974761681
1,3,-0.002223714192708333,0.15072835286458333,-0.9837727864583333,-0.102996826171875,1.7644246419270833,0.53558349609375,0.12883534841680577,0.200261961412107,0.5390011769685303,49.21077337960122,20.738774934922795,18.95160983897914,0.006970637975576351,0.0077119716878839215,0.0016768425033505472,0.011004398230737176,0.00674655588260789,0.0007675744980981263,0.2753014395610482,0.03284789041486167,0.028207877787835987,333.5670603790286,1554.13313089357,810.4755246720925,118.8359171566072,455.0472991432855,46.9659404309061,72.91346172340232,187.04746121820838,30.142144111069413
1,3,-0.019293212890625,0.132763671875,-1.0164652506510417,-3.6389668782552085,-0.6047566731770834,-0.32958984375,0.13181759514056254,0.18505496308275396,0.5965671693566938,57.81146994943815,23.604391182910252,17.63690058733208,0.004554235429509846,0.004933179983550946,0.006067471339257357,0.023690885946408245,0.01757836313220047,0.004318582257092791,0.30168065553470524,0.04967006993397637,0.024927949899695018,199.82462513149858,1025.7525522899764,666.2892970753937,80.8689388934759,208.66345313488932,77.56596386991076,176.7604317816586,82.78575907026924,50.61119433903417
