X, Y, Z, alpha, gamma, beta, activity,test
-0.00341796875,0.031005859375,-0.95947265625,-1.0986328125,1.495361328125,-1.28173828125, 2, 2 
0.0029296875,0.033935546875,-0.95947265625,-1.312255859375,1.28173828125,-0.946044921875, 2, 2 
0.001708984375,0.031494140625,-0.959716796875,-1.251220703125,1.220703125,-0.946044921875, 2, 2 
0.0009765625,0.033203125,-0.962890625,-1.28173828125,1.15966796875,-1.15966796875, 2, 2 
0.001708984375,0.03369140625,-0.959716796875,-1.15966796875,1.15966796875,-1.15966796875, 2, 2 
0.000732421875,0.03564453125,-0.95849609375,-1.190185546875,1.40380859375,-1.129150390625, 2, 2 
0.00341796875,0.03466796875,-0.958251953125,-1.190185546875,1.15966796875,-1.129150390625, 2, 2 
0.001953125,0.037353515625,-0.95751953125,-1.312255859375,0.946044921875,-1.15966796875, 2, 2 
0.0048828125,0.03466796875,-0.955810546875,-1.373291015625,1.220703125,-1.129150390625, 2, 2 
0.00341796875,0.034912109375,-0.95947265625,-1.312255859375,1.28173828125,-1.03759765625, 2, 2 
0.001220703125,0.037841796875,-0.9599609375,-1.46484375,1.0986328125,-1.15966796875, 2, 2 
0.00048828125,0.034423828125,-0.95556640625,-1.40380859375,1.129150390625,-0.885009765625, 2, 2 
0.004150390625,0.03564453125,-0.95751953125,-1.52587890625,0.91552734375,-1.220703125, 2, 2 
0.000244140625,0.038330078125,-0.9619140625,-1.495361328125,1.15966796875,-1.220703125, 2, 2 
0.001220703125,0.032470703125,-0.95703125,-1.251220703125,1.373291015625,-1.0986328125, 2, 2 
0.002197265625,0.03564453125,-0.964111328125,-1.40380859375,1.495361328125,-1.220703125, 2, 2 
0.0029296875,0.03369140625,-0.95556640625,-1.312255859375,1.129150390625,-1.28173828125, 2, 2 
0.005859375,0.03125,-0.956787109375,-1.495361328125,1.190185546875,-1.28173828125, 2, 2 
0.00048828125,0.035400390625,-0.957763671875,-1.129150390625,0.91552734375,-1.220703125, 2, 2 
0.001953125,0.031494140625,-0.95849609375,-1.3427734375,1.3427734375,-1.556396484375, 2, 2 
0.0009765625,0.0322265625,-0.953369140625,-1.220703125,1.251220703125,-1.129150390625, 2, 2 
0.003662109375,0.033203125,-0.95263671875,-1.220703125,1.40380859375,-1.312255859375, 2, 2 
0.001708984375,0.03369140625,-0.96533203125,-1.15966796875,1.0986328125,-1.251220703125, 2, 2 
0.005615234375,0.04052734375,-0.958740234375,-1.495361328125,1.251220703125,-1.28173828125, 2, 2 
0.000732421875,0.03466796875,-0.958740234375,-1.46484375,1.251220703125,-1.03759765625, 2, 2 
0.000732421875,0.03564453125,-0.95263671875,-1.190185546875,1.190185546875,-1.190185546875, 2, 2 
0.000732421875,0.02978515625,-0.959716796875,-1.190185546875,1.251220703125,-1.312255859375, 2, 2 
0.001220703125,0.03564453125,-0.963623046875,-1.46484375,1.28173828125,-1.220703125, 2, 2 
-0.0009765625,0.033447265625,-0.958740234375,-1.52587890625,1.312255859375,-1.190185546875, 2, 2 
-0.00244140625,0.032470703125,-0.95703125,-1.3427734375,1.312255859375,-1.190185546875, 2, 2 
-0.00439453125,0.022705078125,-0.97021484375,-1.922607421875,1.129150390625,-1.03759765625, 2, 2 
0.00341796875,0.035888671875,-0.953125,-1.5869140625,1.129150390625,-1.007080078125, 2, 2 
0.000732421875,0.033935546875,-0.9619140625,-1.373291015625,1.0986328125,-1.068115234375, 2, 2 
0.000244140625,0.03173828125,-0.95703125,-1.0986328125,1.190185546875,-1.129150390625, 2, 2 
0.0029296875,0.03369140625,-0.953857421875,-1.312255859375,1.129150390625,-1.15966796875, 2, 2 
-0.00048828125,0.03369140625,-0.9599609375,-1.28173828125,1.3427734375,-1.0986328125, 2, 2 
-0.000244140625,0.037841796875,-0.955078125,-1.28173828125,1.220703125,-1.251220703125, 2, 2 
0.001220703125,0.031494140625,-0.96337890625,-1.312255859375,1.220703125,-1.129150390625, 2, 2 
0.00390625,0.036865234375,-0.955810546875,-1.28173828125,1.28173828125,-1.190185546875, 2, 2 
0.00244140625,0.03759765625,-0.961669921875,-1.52587890625,1.28173828125,-1.129150390625, 2, 2 
0.003173828125,0.03857421875,-0.9599609375,-1.251220703125,1.312255859375,-1.129150390625, 2, 2 
0.000732421875,0.033447265625,-0.960693359375,-1.312255859375,1.15966796875,-1.251220703125, 2, 2 
0.00390625,0.036376953125,-0.958251953125,-1.251220703125,1.3427734375,-1.15966796875, 2, 2 
-0.00048828125,0.033447265625,-0.956787109375,-1.129150390625,1.15966796875,-1.251220703125, 2, 2 
-0.00439453125,0.029296875,-0.958251953125,-1.495361328125,1.190185546875,-1.15966796875, 2, 2 
-0.00244140625,0.033203125,-0.965576171875,-1.190185546875,1.068115234375,-0.9765625, 2, 2 
-0.001220703125,0.031494140625,-0.955078125,-1.28173828125,1.46484375,-1.190185546875, 2, 2 
0.003173828125,0.033935546875,-0.95458984375,-1.312255859375,1.434326171875,-1.251220703125, 2, 2 
0.00244140625,0.033935546875,-0.9619140625,-1.251220703125,1.190185546875,-1.3427734375, 2, 2 
-0.0009765625,0.031494140625,-0.9541015625,-1.251220703125,1.068115234375,-1.15966796875, 2, 2 
0.000244140625,0.0361328125,-0.95361328125,-1.15966796875,1.28173828125,-1.129150390625, 2, 2 
-0.001708984375,0.03271484375,-0.960693359375,-1.373291015625,1.373291015625,-1.312255859375, 2, 2 
-0.0009765625,0.0341796875,-0.956298828125,-1.556396484375,1.28173828125,-1.068115234375, 2, 2 
0.0,0.03564453125,-0.952392578125,-1.312255859375,1.0986328125,-1.15966796875, 2, 2 
0.00244140625,0.032470703125,-0.95947265625,-1.251220703125,1.190185546875,-1.220703125, 2, 2 
0.0,0.03466796875,-0.952880859375,-1.434326171875,1.312255859375,-1.220703125, 2, 2 
0.0009765625,0.035888671875,-0.959228515625,-1.40380859375,1.0986328125,-1.3427734375, 2, 2 
0.00146484375,0.032958984375,-0.9521484375,-1.220703125,1.220703125,-1.434326171875, 2, 2 
0.002197265625,0.033447265625,-0.95849609375,-1.312255859375,1.0986328125,-1.007080078125, 2, 2 
0.001953125,0.03173828125,-0.958740234375,-1.312255859375,1.220703125,-1.251220703125, 2, 2 
-0.0009765625,0.0322265625,-0.958251953125,-1.373291015625,1.15966796875,-1.251220703125, 2, 2 
0.0,0.037353515625,-0.96337890625,-1.28173828125,1.251220703125,-1.0986328125, 2, 2 
0.004638671875,0.034423828125,-0.960205078125,-1.3427734375,1.251220703125,-1.312255859375, 2, 2 
0.001953125,0.03125,-0.9580078125,-1.40380859375,1.220703125,-1.251220703125, 2, 2 
0.001953125,0.03564453125,-0.957763671875,-1.129150390625,1.15966796875,-1.03759765625, 2, 2 
0.00244140625,0.031005859375,-0.96484375,-1.28173828125,1.0986328125,-0.885009765625, 2, 2 
0.0009765625,0.0341796875,-0.9560546875,-1.15966796875,1.129150390625,-0.946044921875, 2, 2 
-0.002197265625,0.031982421875,-0.955322265625,-1.46484375,1.15966796875,-1.434326171875, 2, 2 
0.005126953125,0.02978515625,-0.95654296875,-1.312255859375,1.190185546875,-1.220703125, 2, 2 
0.001708984375,0.0341796875,-0.9599609375,-1.312255859375,1.28173828125,-1.190185546875, 2, 2 
-0.0009765625,0.03076171875,-0.96240234375,-1.28173828125,1.068115234375,-1.190185546875, 2, 2 
0.0,0.030517578125,-0.957275390625,-1.068115234375,1.373291015625,-1.220703125, 2, 2 
-0.001708984375,0.0322265625,-0.966064453125,-1.28173828125,1.190185546875,-1.15966796875, 2, 2 
0.00439453125,0.029052734375,-0.95947265625,-1.251220703125,1.28173828125,-1.129150390625, 2, 2 
0.00244140625,0.03369140625,-0.9609375,-1.220703125,1.251220703125,-1.251220703125, 2, 2 
0.0,0.037109375,-0.95947265625,-1.251220703125,1.129150390625,-1.190185546875, 2, 2 
0.001708984375,0.03564453125,-0.95361328125,-1.312255859375,1.28173828125,-1.15966796875, 2, 2 
0.00341796875,0.03466796875,-0.947509765625,-1.03759765625,1.52587890625,-1.068115234375, 2, 2 
-0.0009765625,0.037109375,-0.9501953125,-1.312255859375,1.190185546875,-1.28173828125, 2, 2 
-0.002197265625,0.035888671875,-0.966796875,-1.068115234375,1.0986328125,-0.9765625, 2, 2 
0.00146484375,0.033935546875,-0.95703125,-1.129150390625,0.9765625,-1.190185546875, 2, 2 
-0.00146484375,0.03271484375,-0.956787109375,-1.40380859375,1.068115234375,-1.129150390625, 2, 2 
0.00634765625,0.035400390625,-0.958251953125,-1.28173828125,1.312255859375,-1.220703125, 2, 2 
0.0009765625,0.035400390625,-0.955810546875,-1.495361328125,1.495361328125,-0.9765625, 2, 2 
0.00146484375,0.03173828125,-0.957763671875,-1.373291015625,1.28173828125,-1.312255859375, 2, 2 
0.001708984375,0.032958984375,-0.957763671875,-1.28173828125,1.495361328125,-1.03759765625, 2, 2 
0.0029296875,0.038818359375,-0.961669921875,-1.190185546875,1.28173828125,-1.312255859375, 2, 2 
0.001220703125,0.03759765625,-0.953857421875,-1.068115234375,1.28173828125,-1.46484375, 2, 2 
0.001220703125,0.03369140625,-0.9580078125,-1.03759765625,1.007080078125,-0.946044921875, 2, 2 
0.00341796875,0.036865234375,-0.96484375,-1.373291015625,1.0986328125,-1.220703125, 2, 2 
-0.00244140625,0.029541015625,-0.957275390625,-1.251220703125,1.068115234375,-1.129150390625, 2, 2 
0.00048828125,0.03466796875,-0.961669921875,-1.46484375,1.190185546875,-1.007080078125, 2, 2 
0.000244140625,0.030029296875,-0.951416015625,-1.28173828125,0.9765625,-1.068115234375, 2, 2 
